question,document
Do I need to have all the listed experience requirements to apply for this position?,roles/principal_data_engineer.md
What kind of responsibilities will I have regarding the recruitment and management of other staff?,roles/principal_data_engineer.md
Are there specific expectations for me to help the company bring in new projects and contracts?,roles/principal_data_engineer.md
How often should I expect to travel to client sites or the office since the role is primarily remote?,roles/principal_data_engineer.md
"Since I am in a matrix management setup, who exactly do I report to for my day-to-day work versus my career development?",roles/principal_delivery_manager.md
"Is this role expected to be fully hands-on with daily delivery tasks, or is it more focused on leadership and strategic oversight?",roles/principal_delivery_manager.md
What specific metrics or KPIs are used to measure my personal performance as a Principal Delivery Manager?,roles/principal_delivery_manager.md
Are there any requirements regarding how much time I need to spend in the office versus working remotely?,roles/principal_delivery_manager.md
How much of my daily schedule should be dedicated to activities that are directly billable to our clients?,roles/principal_delivery_manager.md
What specific responsibilities do Principal Product Managers have regarding the mentorship and performance development of their team members?,roles/principal_product_manager.md
How should a Principal Product Manager balance the immediate needs of an Agile delivery team with longer-term strategic product discovery?,roles/principal_product_manager.md
Could you explain the expectations for how this role contributes to our business development and pre-sales activities?,roles/principal_product_manager.md
What is the process for ensuring that the lessons learned from our client engagements are captured and shared to improve our overall internal standards?,roles/principal_product_manager.md
How does the Principal Product Manager role interact with other disciplines like user research and service design to improve our client outcomes?,roles/principal_product_manager.md
Is this position going to be a coding-heavy role or more focused on strategy and leadership?,roles/principal_security_engineer.md
Will I be expected to handle hiring and line management for Lead Security Engineers?,roles/principal_security_engineer.md
How often am I expected to travel to the office or client sites since the role is mainly remote?,roles/principal_security_engineer.md
Do I need to have a specific security certification like CISSP or CISM to qualify for this job?,roles/principal_security_engineer.md
What kind of involvement am I expected to have regarding sales activities and bidding for new work?,roles/principal_security_engineer.md
Is the Principal Technologist position expected to do any coding or is it strictly a non-hands-on leadership role?,roles/principal_technologist.md
Am I responsible for hiring and managing the Lead Software Engineers myself?,roles/principal_technologist.md
How often should I expect to travel to client sites or the office since the role is mainly remote?,roles/principal_technologist.md
What kind of involvement is expected of me when it comes to winning new business and managing bids?,roles/principal_technologist.md
Should I be creating content or attending events to help build my professional profile?,roles/principal_technologist.md
What is the expected split between doing actual client work versus internal responsibilities for a Principal?,roles/principal_ucp.md
Which leadership team do I report to if I land this role?,roles/principal_ucp.md
Do I need to have a security clearance already in place to be considered for this position?,roles/principal_ucp.md
"Besides the standard job duties, what kind of thought leadership or industry involvement is expected of me?",roles/principal_ucp.md
"Is it mandatory to have experience working within the public sector, or is that just a nice-to-have skill?",roles/principal_ucp.md
Do I have to be an expert in all the listed skills right when I start the job?,roles/senior_application_support_engineer.md
How does the company handle the on-call rota for out of hours support?,roles/senior_application_support_engineer.md
Will I be expected to work from the office every day or is it flexible?,roles/senior_application_support_engineer.md
What kind of involvement will I have in mentoring junior team members?,roles/senior_application_support_engineer.md
Where can I find the specific salary range for this senior support role?,roles/senior_application_support_engineer.md
Am I expected to work solo on most of my projects as a Senior Business Analyst?,roles/senior_business_analyst.md
Should I be picking between agile or plan-driven methods for my projects?,roles/senior_business_analyst.md
Do I have any responsibilities regarding mentoring or coaching other people here?,roles/senior_business_analyst.md
How do we actually measure my performance in this role?,roles/senior_business_analyst.md
How often am I required to travel to the office or see clients in person?,roles/senior_business_analyst.md
Do I have to come into an office every day or is the role mostly remote?,roles/senior_content_designer.md
Am I supposed to manage other designers in this position?,roles/senior_content_designer.md
Where can I find the specific salary range for this senior role?,roles/senior_content_designer.md
Is it expected that I handle my own tasks without needing a manager to review my work?,roles/senior_content_designer.md
What kind of cities should I expect to travel to for client or office meetings?,roles/senior_content_designer.md
"Besides Power BI or Tableau, are there other specific tools I should be comfortable with for data visualization?",roles/senior_data_analyst.md
Do senior analysts get involved in actually hiring or formalizing the training program for junior staff?,roles/senior_data_analyst.md
How often am I expected to be on-site at a client's office versus working from my home?,roles/senior_data_analyst.md
Is automating data management tasks considered a requirement or just something that would be nice to have?,roles/senior_data_analyst.md
"If I want to check the specific pay band for this position, where exactly should I be looking?",roles/senior_data_analyst.md
Do I need to have all the listed technical skills before I apply for this position?,roles/senior_data_engineer.md
Am I expected to handle line management responsibilities for junior or mid-level team members?,roles/senior_data_engineer.md
"Will I be required to travel to the office often, or is the role mostly remote?",roles/senior_data_engineer.md
What kind of specific involvement is expected from me regarding the hiring and development of new team members?,roles/senior_data_engineer.md
"Besides being a contributor on projects, what other types of roles might I be assigned to depending on the client?",roles/senior_data_engineer.md
What kind of management duties do I have as a senior team member?,roles/senior_data_scientist.md
Do I have to be an expert in every single technical skill listed in the job description?,roles/senior_data_scientist.md
How often am I expected to travel to the office or client sites?,roles/senior_data_scientist.md
Are there specific ways I should show that I've mentored or coached other people?,roles/senior_data_scientist.md
Where can I find the official pay bands for this position since they aren't in the handbook?,roles/senior_data_scientist.md
Who should I reach out to for support if I run into a tricky problem I can't solve on my own?,roles/senior_delivery_manager.md
Are all Senior Delivery Managers required to act as line managers for other staff members?,roles/senior_delivery_manager.md
What are the main KPIs used to judge if I'm doing a good job in this role?,roles/senior_delivery_manager.md
How often do I need to update the Heads of Delivery on project risks and quality?,roles/senior_delivery_manager.md
Am I expected to be an expert in every single listed competency right from my first day?,roles/senior_delivery_manager.md
How often do I need to actually show up at the office since I'm mainly remote?,roles/senior_designer.md
Does this role involve line managing other people on the team?,roles/senior_designer.md
Am I expected to have my work reviewed by a lead designer or do I have full autonomy?,roles/senior_designer.md
What are the specific locations where we have physical offices?,roles/senior_designer.md
How much say do I have in setting milestones and managing budgets for my projects?,roles/senior_designer.md
Who exactly do I report to in this Senior Product Manager role?,roles/senior_product_manager.md
Am I expected to juggle multiple client assignments at once or just focus on one at a time?,roles/senior_product_manager.md
How often am I required to be in the office versus working from home?,roles/senior_product_manager.md
Is it mandatory to have prior line management experience to get the job?,roles/senior_product_manager.md
"If I am not sure I meet all the listed skills, should I still go ahead and apply?",roles/senior_product_manager.md
Does the company require me to be an expert in every single technology listed in the handbook?,roles/senior_software_engineer.md
"How does the team handle the 'you build it, you run it' approach for infrastructure tasks?",roles/senior_software_engineer.md
Is it expected that I contribute to things like blog posts or public speaking engagements?,roles/senior_software_engineer.md
What kind of cloud training or support for professional development is available for engineers?,roles/senior_software_engineer.md
"If I need to visit clients or the office, is that a frequent requirement or does it happen just once in a while?",roles/senior_software_engineer.md
"Do I have to live in a city with an office to work here, or can I stay remote?",roles/senior_user_researcher.md
Am I expected to have my daily output checked by the Lead Researcher?,roles/senior_user_researcher.md
Is it part of my job description to manage other team members?,roles/senior_user_researcher.md
Where can I find the exact pay range for this position?,roles/senior_user_researcher.md
Do I need to travel to client sites often for this role?,roles/senior_user_researcher.md
Should I still be looking at the old internal document for role definitions?,roles/sfia (legacy)/README.md
Is the legacy guidance file meant to be ignored now?,roles/sfia (legacy)/README.md
Where can I find the most recent official responsibility descriptions?,roles/sfia (legacy)/README.md
Does the company use its own custom SFIA guide anymore?,roles/sfia (legacy)/README.md
Can you point me to the correct place for updated SFIA info since the readme is outdated?,roles/sfia (legacy)/README.md
Who should I be pairing with while I am still in the Academy program?,roles/sfia (legacy)/academy_software_engineer.md
Am I supposed to be working completely on my own or should I be asking for help when I get stuck?,roles/sfia (legacy)/academy_software_engineer.md
How should I be handling feedback on the work I submit independently?,roles/sfia (legacy)/academy_software_engineer.md
Do I need to participate in team meetings like retrospectives or mob programming sessions?,roles/sfia (legacy)/academy_software_engineer.md
How much should I worry about the wider project impact versus focusing on my specific tasks?,roles/sfia (legacy)/academy_software_engineer.md
How much freedom do I actually have when solving day-to-day problems?,roles/sfia (legacy)/associate_designer.md
Am I expected to work on my own or should I be checking in with the team constantly?,roles/sfia (legacy)/associate_designer.md
What should I do if my work is getting held up by external blockers?,roles/sfia (legacy)/associate_designer.md
How involved should I be with the engineering side of things while designing services?,roles/sfia (legacy)/associate_designer.md
Who is responsible for finding and setting up my own professional growth opportunities?,roles/sfia (legacy)/associate_designer.md
How often am I expected to pair program versus working on my own tasks?,roles/sfia (legacy)/associate_software_engineer.md
What is the best way to handle situations where I disagree with a colleague's technical approach?,roles/sfia (legacy)/associate_software_engineer.md
Should I be comfortable attending and speaking up during workshops with our clients?,roles/sfia (legacy)/associate_software_engineer.md
"Is it expected that I'll need to work on the UI, database, and API layers all by myself?",roles/sfia (legacy)/associate_software_engineer.md
"If I identify a gap in my own skills, how should I go about getting support to improve?",roles/sfia (legacy)/associate_software_engineer.md
At what point should I start asking for help instead of working independently?,roles/sfia (legacy)/delivery_manager.md
What counts as a difficult stakeholder conversation I am expected to handle?,roles/sfia (legacy)/delivery_manager.md
How should I handle situations where the project scope is totally undefined?,roles/sfia (legacy)/delivery_manager.md
What are the best ways to keep the team's delivery pace sustainable?,roles/sfia (legacy)/delivery_manager.md
Am I expected to share what I learn about agile practices outside of my immediate team?,roles/sfia (legacy)/delivery_manager.md
Can I work from home or do I need to be in a specific office every day?,roles/sfia (legacy)/delivery_support_analyst.md
What is the expected salary range for this position?,roles/sfia (legacy)/delivery_support_analyst.md
How much of my day will be spent on travel arrangements or meeting logistics?,roles/sfia (legacy)/delivery_support_analyst.md
Is having a ScrumMaster certification mandatory to get the job?,roles/sfia (legacy)/delivery_support_analyst.md
Do I need to have prior experience working with C-suite executives before applying?,roles/sfia (legacy)/delivery_support_analyst.md
Who should I reach out to if I find myself getting stuck on a task or struggling with team dynamics?,roles/sfia (legacy)/designer.md
Am I expected to lead design sessions or just help get my teammates involved in things like crits?,roles/sfia (legacy)/designer.md
Is it my job to make sure we're following proper data security and consent rules during user research?,roles/sfia (legacy)/designer.md
"How much autonomy do I have, and at what point should I be raising project issues to senior leadership?",roles/sfia (legacy)/designer.md
What are the expectations for taking time out of the work week to keep my design skills sharp?,roles/sfia (legacy)/designer.md
Am I supposed to handle tricky client negotiations entirely on my own or should I ask a senior for help?,roles/sfia (legacy)/junior_delivery_manager.md
Do I need to be the only one responsible for the entire delivery success of a project?,roles/sfia (legacy)/junior_delivery_manager.md
What should I do if I get stuck trying to pick the right process or framework for a complex situation?,roles/sfia (legacy)/junior_delivery_manager.md
Am I expected to make big structural changes to the team if our current sprint cycle is failing?,roles/sfia (legacy)/junior_delivery_manager.md
Is it my job to figure out my own professional development training or does the company assign it?,roles/sfia (legacy)/junior_delivery_manager.md
What are some ways I can support senior content designers who are just starting out with line management?,roles/sfia (legacy)/lead_content_designer.md
"If I notice the team making big decisions without backing them up with user research, how should I handle that?",roles/sfia (legacy)/lead_content_designer.md
What does it actually mean to build a healthy user-centred design culture here at Made Tech?,roles/sfia (legacy)/lead_content_designer.md
How can I help my team adopt agile or user-centred methods if they have never worked that way before?,roles/sfia (legacy)/lead_content_designer.md
Is it my responsibility to step in and handle design leadership tasks for a team even if no one specifically asks me to?,roles/sfia (legacy)/lead_content_designer.md
How exactly should I handle situations where the team wants to make big decisions that aren't backed by any user research?,roles/sfia (legacy)/lead_designer.md
What's the best way to start building up the user-centred design culture here if the team isn't used to working that way?,roles/sfia (legacy)/lead_designer.md
"As a lead, am I expected to manage other designers directly, or is it more about mentoring and coaching?",roles/sfia (legacy)/lead_designer.md
How can I effectively balance complex client requirements with the need to keep our design prototypes minimal and viable?,roles/sfia (legacy)/lead_designer.md
"If I notice we're shipping live services without enough evidence, what's the right way to raise that as a risk to stakeholders?",roles/sfia (legacy)/lead_designer.md
How many different workstreams am I expected to manage at the same time?,roles/sfia (legacy)/lead_software_engineer.md
Do I have any say in scheduling technical staff onto my team?,roles/sfia (legacy)/lead_software_engineer.md
What is my responsibility regarding Senior Engineers who need career coaching?,roles/sfia (legacy)/lead_software_engineer.md
What level of authority do I have for technical decisions within my assigned workstreams?,roles/sfia (legacy)/lead_software_engineer.md
Am I expected to participate in the hiring process for new engineering candidates?,roles/sfia (legacy)/lead_software_engineer.md
How exactly do I help junior researchers advance their careers while maintaining a safe environment for them?,roles/sfia (legacy)/lead_user_researcher.md
What is the best way to handle situations where a client is skeptical about the importance of our research work?,roles/sfia (legacy)/lead_user_researcher.md
Can you clarify my specific responsibilities when it comes to supporting the sales team with new proposals?,roles/sfia (legacy)/lead_user_researcher.md
How do I balance the need to manage multiple projects without sacrificing the quality of the research outputs?,roles/sfia (legacy)/lead_user_researcher.md
Are there specific guidelines I should follow when conducting research involving vulnerable or marginalized groups?,roles/sfia (legacy)/lead_user_researcher.md
"If I run into a really tricky problem that touches a few different systems, is it expected that I handle that solo or should I reach out for help?",roles/sfia (legacy)/mid_software_engineer.md
How much say do I actually get when it comes to deciding how we build out specific features in our team?,roles/sfia (legacy)/mid_software_engineer.md
What is the expectation for how I should be helping out the more junior developers on the team?,roles/sfia (legacy)/mid_software_engineer.md
Does the company have a specific stance on how I should be sharing my technical ideas or opinions outside of our immediate project group?,roles/sfia (legacy)/mid_software_engineer.md
"Since I am working on my growth, how should I be handling finding and setting up my own professional development training?",roles/sfia (legacy)/mid_software_engineer.md
Do I need to be involved in the hiring process for tech staff in my region?,roles/sfia (legacy)/principal_technologist.md
How much say do I actually have in technical decisions versus letting the team handle it?,roles/sfia (legacy)/principal_technologist.md
Am I supposed to be working on just one client account at a time or can I handle multiple?,roles/sfia (legacy)/principal_technologist.md
What's the best way to support the Lead Software Engineers I'm working with?,roles/sfia (legacy)/principal_technologist.md
How does my role connect with the CTO's objectives for the company?,roles/sfia (legacy)/principal_technologist.md
Am I expected to handle line management for junior staff in this role?,roles/sfia (legacy)/senior_content_designer.md
How much autonomy do I actually have when it comes to planning my own content design tasks?,roles/sfia (legacy)/senior_content_designer.md
Should I be documenting my prototype changes after every research session?,roles/sfia (legacy)/senior_content_designer.md
Are there specific style guides I need to follow when working on government projects?,roles/sfia (legacy)/senior_content_designer.md
What kind of involvement am I expected to have with the sales team?,roles/sfia (legacy)/senior_content_designer.md
Do I need to be involved in the technical decision-making process for our projects?,roles/sfia (legacy)/senior_delivery_manager.md
How should I handle situations where clients are pushing back against my suggested process improvements?,roles/sfia (legacy)/senior_delivery_manager.md
Am I expected to mentor or coach other delivery managers as part of this role?,roles/sfia (legacy)/senior_delivery_manager.md
Is it my responsibility to get involved in the bidding process for new work?,roles/sfia (legacy)/senior_delivery_manager.md
How much autonomy do I actually have when managing a project from start to finish?,roles/sfia (legacy)/senior_delivery_manager.md
Does a Senior Designer have to manage other people as part of their daily work?,roles/sfia (legacy)/senior_designer.md
How much freedom do I actually have when it comes to planning my own design tasks?,roles/sfia (legacy)/senior_designer.md
Am I expected to help people on my team who aren't designers understand design concepts?,roles/sfia (legacy)/senior_designer.md
Should I be getting involved with external design events or community stuff outside of my project?,roles/sfia (legacy)/senior_designer.md
"If I'm working with engineers, what's my responsibility for making sure accessibility issues get fixed?",roles/sfia (legacy)/senior_designer.md
Does my role as a senior engineer require me to handle hiring interviews for new staff?,roles/sfia (legacy)/senior_software_engineer.md
"Am I expected to lead entire product workstreams, or should I still get guidance from a lead?",roles/sfia (legacy)/senior_software_engineer.md
How should I handle performance issues within my team when I spot them?,roles/sfia (legacy)/senior_software_engineer.md
Is it part of my job to explain technical architectural decisions to people who don't have a tech background?,roles/sfia (legacy)/senior_software_engineer.md
"Do I need to be the sole decision-maker for the team's delivery approach, or should I be facilitating more?",roles/sfia (legacy)/senior_software_engineer.md
How much freedom do I actually have to choose which research tasks my team prioritizes?,roles/sfia (legacy)/senior_user_researcher.md
What is the best way to push back on client decisions that aren't backed up by any user research?,roles/sfia (legacy)/senior_user_researcher.md
"Does this role involve helping out with the sales side of the business, like writing proposals?",roles/sfia (legacy)/senior_user_researcher.md
Are there specific expectations for how I should mentor researchers who are new to line management?,roles/sfia (legacy)/senior_user_researcher.md
What are the main ways I should be contributing to the wider user-centred design community outside of my daily project work?,roles/sfia (legacy)/senior_user_researcher.md
Who should I reach out to if I run into a tricky situation during a client meeting?,roles/sfia (legacy)/team_assistant.md
Am I expected to handle tasks like budget tracking and scheduling completely on my own?,roles/sfia (legacy)/team_assistant.md
How should I go about identifying and escalating internal risks that might affect our team?,roles/sfia (legacy)/team_assistant.md
What is the best way to handle it when I notice the team's morale starting to drop?,roles/sfia (legacy)/team_assistant.md
Can you point me toward the right people to help me figure out how to apply agile principles to our current project?,roles/sfia (legacy)/team_assistant.md
What kind of background do people usually have before stepping into a UCD Principal role?,roles/sfia (legacy)/ucd_principal.md
"If a project team is struggling with quality, what is the expectation for me as a Principal to handle it?",roles/sfia (legacy)/ucd_principal.md
Do UCD Principals play a big part in the actual bidding process for new client work?,roles/sfia (legacy)/ucd_principal.md
How should I go about helping my direct reports move up to Lead or Principal positions?,roles/sfia (legacy)/ucd_principal.md
Are there specific ways I'm expected to share my expertise with the rest of the company or the public?,roles/sfia (legacy)/ucd_principal.md
How much freedom do I actually have when deciding which research methods to use for a project?,roles/sfia (legacy)/user_researcher.md
What is the best way to handle situations where team decisions aren't really being backed up by actual user research?,roles/sfia (legacy)/user_researcher.md
How should I go about involving traditionally marginalised groups in my research to make sure it's inclusive?,roles/sfia (legacy)/user_researcher.md
What exactly are the expectations for contributing to the UCD community outside of my daily project work?,roles/sfia (legacy)/user_researcher.md
"If I want to grow my career here, how do I go about finding and negotiating the right development opportunities?",roles/sfia (legacy)/user_researcher.md
Where can I find the specific guidelines for how we handle our software development tasks?,team-norms/README.md
Is there a central place that explains the core values we use when interacting with our clients?,team-norms/README.md
How are we supposed to structure our project deliveries according to the team?,team-norms/README.md
What is the standard procedure for reporting on how healthy our current delivery projects are?,team-norms/README.md
Where can I read about how we organize our company-wide reflection meetings?,team-norms/README.md
Who is actually supposed to submit these healthcheck updates?,team-norms/delivery_healthcheck.md
Where am I expected to present these weekly status reports?,team-norms/delivery_healthcheck.md
Is there a specific set of criteria we should be checking against for our current progress?,team-norms/delivery_healthcheck.md
How far ahead are we supposed to plan our upcoming targets?,team-norms/delivery_healthcheck.md
Do I need to document the specific takeaways from our team's past review meetings?,team-norms/delivery_healthcheck.md
What do we do if our team thinks a standard norm doesn't really fit the project we're working on?,team-norms/delivery_standards.md
Is it okay for our morning standups to turn into status updates for the client?,team-norms/delivery_standards.md
Are we required to use local machines for showcases or should we stick to specific environments?,team-norms/delivery_standards.md
How long are our pull requests allowed to stay open before they need to be merged?,team-norms/delivery_standards.md
What specific steps must be completed before we can officially mark a feature as done?,team-norms/delivery_standards.md
How many times a day are we expected to push up our commits?,team-norms/development_practices.md
"If I get stuck on a task, how long should I spin my wheels before I reach out for some help?",team-norms/development_practices.md
What is the best way to handle the most difficult tasks in a sprint?,team-norms/development_practices.md
What specific details do I need to include when I give my daily standup update?,team-norms/development_practices.md
What is the official process for keeping track of our architectural choices?,team-norms/development_practices.md
Does the company value diversity in the way we assemble our project teams?,team-norms/principles.md
How should I handle situations where we need to compromise on quality or deadlines?,team-norms/principles.md
Are we supposed to help clients become self-sufficient instead of keeping them dependent on us?,team-norms/principles.md
What is the best way to interpret our principle of doing less to achieve more?,team-norms/principles.md
How does being open about our project failures help us earn more trust?,team-norms/principles.md
How often are we supposed to hold team retrospectives?,team-norms/retrospectives.md
What should I do if the team feels like it isn't safe to share feedback?,team-norms/retrospectives.md
How many retrospectives am I expected to attend in a cycle?,team-norms/retrospectives.md
Do I have to stick to the standard 60-minute duration for my team's retro?,team-norms/retrospectives.md
What is the best way to keep track of if our action points are actually working?,team-norms/retrospectives.md
