question,expected_document,hit,correct_rank,top_result,returned_paths,method
What is the best way to report a security issue that needs immediate attention?,guides/it/laptop_security.md,0,,guides/welfare/raising_an_issue.md,"[""guides/welfare/raising_an_issue.md"", ""roles/lead_security_engineer.md"", ""guides/policy/whistleblowing_policy.md"", ""roles/principal_security_engineer.md"", ""guides/welfare/expectation_health_check.md""]",hybrid_0.8
Where is the place to look if I want to read up on how to properly use the VPN?,guides/it/laptop_security.md,0,,guides/it/vpn/README.md,"[""guides/it/vpn/README.md"", ""guides/office/officehandbook.md"", ""guides/cloud/aws_partner_registration.md"", ""guides/cloud/aws_partner_certs.md"", ""guides/security/access_control.md""]",hybrid_0.8
Is there a specific Slack channel I should join for general questions about IT or security?,guides/it/laptop_security.md,0,,guides/it/slack.md,"[""guides/it/slack.md"", ""benefits/lunchers.md"", ""guides/security/taking-mt-laptops-abroad.md"", ""guides/onboarding.md"", ""roles/principal_security_engineer.md""]",hybrid_0.8
"Is it okay to set up full disk encryption after I've already installed Ubuntu, or should I just reinstall?",guides/it/linux_av.md,1,4.0,guides/security/device_profiles.md,"[""guides/security/device_profiles.md"", ""guides/security/bring_your_own_device.md"", ""guides/office/clear_desk_clear_screen.md"", ""guides/it/linux_av.md"", ""guides/security/lost_or_stolen.md""]",hybrid_0.8
"Do I have to use a separate administrator account for daily tasks, or is using a standard account with sudo okay?",guides/it/linux_av.md,0,,roles/practice_head_application_platform_support.md,"[""roles/practice_head_application_platform_support.md"", ""guides/cloud/aws_sandbox.md"", ""roles/sfia (legacy)/senior_user_researcher.md"", ""guides/security/device_profiles.md"", ""roles/senior_application_support_engineer.md""]",hybrid_0.8
How can I make sure that external USB drives don't automatically run programs when I plug them in?,guides/it/linux_av.md,1,3.0,guides/security/device_profiles.md,"[""guides/security/device_profiles.md"", ""guides/security/bring_your_own_device.md"", ""guides/it/linux_av.md"", ""guides/security/document_sharing.md"", ""guides/it/Miro.md""]",hybrid_0.8
What is the best way to verify that my SentinelOne anti-virus is actually working correctly after I set it up?,guides/it/linux_av.md,1,3.0,guides/security/bring_your_own_device.md,"[""guides/security/bring_your_own_device.md"", ""guides/security/device_profiles.md"", ""guides/it/linux_av.md"", ""guides/it/software_licenses.md"", ""guides/onboarding.md""]",hybrid_0.8
I'm getting 'hot bag syndrome' and my battery dies fast; is there a specific UEFI setting I should change to fix this?,guides/it/linux_av.md,1,5.0,guides/welfare/leave-and-time-off.md,"[""guides/welfare/leave-and-time-off.md"", ""guides/security/password_policy.md"", ""guides/security/leavers_laptop.md"", ""guides/security/taking-mt-laptops-abroad.md"", ""guides/it/linux_av.md""]",hybrid_0.8
Is it mandatory to include a real photo of myself on my profile or can I use something else?,guides/it/slack.md,0,,guides/security/data_protection.md,"[""guides/security/data_protection.md"", ""guides/security/device_profiles.md"", ""guides/office/dress_code.md"", ""guides/security/bring_your_own_device.md"", ""guides/cloud/aws_sandbox.md""]",hybrid_0.8
Can I leave the #announcements channel if I find it too noisy?,guides/it/slack.md,1,1.0,guides/it/slack.md,"[""guides/it/slack.md"", ""guides/office/kitchen.md"", ""guides/policy/whistleblowing_policy.md"", ""guides/Relocation.md"", ""company/about.md""]",hybrid_0.8
Are we supposed to be available on Slack at all times for our teams?,guides/it/slack.md,1,1.0,guides/it/slack.md,"[""guides/it/slack.md"", ""benefits/lunchers.md"", ""guides/welfare/leave-and-time-off.md"", ""guides/security/taking-mt-laptops-abroad.md"", ""guides/process/scheduling/how_scheduling_works.md""]",hybrid_0.8
When should I use @channel versus @here to get people's attention?,guides/it/slack.md,1,1.0,guides/it/slack.md,"[""guides/it/slack.md"", ""benefits/lunchers.md"", ""guides/welfare/raising_an_issue.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""guides/line-management/121s.md""]",hybrid_0.8
Are private Slack messages or channels actually private from the company?,guides/it/slack.md,1,1.0,guides/it/slack.md,"[""guides/it/slack.md"", ""benefits/lunchers.md"", ""guides/security/taking-mt-laptops-abroad.md"", ""guides/security/confidentiality_agreements.md"", ""guides/line-management/README.md""]",hybrid_0.8
Is it cool if I uninstall those background programs like Kandji and ThreatLocker from my laptop?,guides/it/software_licenses.md,1,1.0,guides/it/software_licenses.md,"[""guides/it/software_licenses.md"", ""guides/security/device_profiles.md"", ""guides/office/clear_desk_clear_screen.md"", ""guides/it/laptop_replacements.md"", ""guides/security/bring_your_own_device.md""]",hybrid_0.8
What should I do if the specific tool I need for a project isn't already listed in the handbook?,guides/it/software_licenses.md,0,,guides/contributing_to_the_handbook.md,"[""guides/contributing_to_the_handbook.md"", ""README.md"", ""guides/ai/start_here.md"", ""benefits/work_ready.md"", ""guides/security/last_day.md""]",hybrid_0.8
Who do I reach out to if I need to get access to standard apps like Trello or 1Password?,guides/it/software_licenses.md,1,5.0,guides/security/access_control.md,"[""guides/security/access_control.md"", ""guides/security/last_day.md"", ""guides/security/password_policy.md"", ""guides/security/bring_your_own_device.md"", ""guides/it/software_licenses.md""]",hybrid_0.8
Do I need to ask permission before starting a free trial for a new piece of software?,guides/it/software_licenses.md,1,2.0,guides/security/access_control.md,"[""guides/security/access_control.md"", ""guides/it/software_licenses.md"", ""guides/security/device_profiles.md"", ""guides/security/bring_your_own_device.md"", ""guides/it/docker.md""]",hybrid_0.8
Where can I find instructions for setting up my IntelliJ license using the company server?,guides/it/software_licenses.md,1,1.0,guides/it/software_licenses.md,"[""guides/it/software_licenses.md"", ""guides/it/Miro.md"", ""guides/security/access_control.md"", ""guides/it/linux_av.md"", ""guides/security/bring_your_own_device.md""]",hybrid_0.8
What steps should I take if a team lead tells me someone isn't meeting their goals?,guides/line-management/performance.md,1,2.0,roles/lead_business_analyst.md,"[""roles/lead_business_analyst.md"", ""guides/line-management/performance.md"", ""roles/lead_delivery_manager.md"", ""roles/sfia (legacy)/lead_content_designer.md"", ""guides/buddy_guidance.md""]",hybrid_0.8
How can I tell if a team has already provided enough constructive feedback before I start a formal process?,guides/line-management/performance.md,1,2.0,team-norms/development_practices.md,"[""team-norms/development_practices.md"", ""guides/line-management/performance.md"", ""guides/buddy_guidance.md"", ""guides/mentorship/mentors/README.md"", ""guides/mentorship/README.md""]",hybrid_0.8
"Do I have to do this all by myself, or can someone else help me figure out the right goals for my reportee?",guides/line-management/performance.md,1,4.0,guides/line-management/README.md,"[""guides/line-management/README.md"", ""guides/line-management/121s.md"", ""guides/mentorship/README.md"", ""guides/line-management/performance.md"", ""roles/sfia (legacy)/team_assistant.md""]",hybrid_0.8
What should I do once my reportee starts hitting their targets and we don't need close monitoring anymore?,guides/line-management/performance.md,1,4.0,guides/line-management/README.md,"[""guides/line-management/README.md"", ""guides/welfare/raising_an_issue.md"", ""guides/it/slack.md"", ""guides/line-management/performance.md"", ""guides/security/office_visitors.md""]",hybrid_0.8
Is it going to hurt someone's career growth if they have to go through a performance management plan?,guides/line-management/performance.md,1,1.0,guides/line-management/performance.md,"[""guides/line-management/performance.md"", ""guides/line-management/README.md"", ""roles/lead_product_manager.md"", ""roles/practice_head_business_analysis_change.md"", ""guides/line-management/annual_reviews.md""]",hybrid_0.8
Where can I find the step-by-step guide to get the VPN running?,guides/it/vpn/README.md,1,1.0,guides/it/vpn/README.md,"[""guides/it/vpn/README.md"", ""guides/cloud/aws_partner_registration.md"", ""guides/office/officehandbook.md"", ""guides/cloud/aws_partner_certs.md"", ""guides/mentorship/mentors/README.md""]",hybrid_0.8
Is there a specific link I should follow to set up my connection?,guides/it/vpn/README.md,1,1.0,guides/it/vpn/README.md,"[""guides/it/vpn/README.md"", ""guides/cloud/aws_partner_certs.md"", ""guides/cloud/aws_partner_registration.md"", ""guides/office/officehandbook.md"", ""guides/policy/dealing_code_policy.md""]",hybrid_0.8
Where do I look for the documentation on connecting to our network remotely?,guides/it/vpn/README.md,1,2.0,guides/office/officehandbook.md,"[""guides/office/officehandbook.md"", ""guides/it/vpn/README.md"", ""guides/it/linux_av.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""guides/security/access_control.md""]",hybrid_0.8
How do I access the instructions for the Made Tech VPN?,guides/it/vpn/README.md,1,1.0,guides/it/vpn/README.md,"[""guides/it/vpn/README.md"", ""guides/cloud/aws_partner_registration.md"", ""guides/security/access_control.md"", ""guides/it/laptop_security.md"", ""guides/it/linux_av.md""]",hybrid_0.8
Where can I find the setup materials for the company VPN?,guides/it/vpn/README.md,1,1.0,guides/it/vpn/README.md,"[""guides/it/vpn/README.md"", ""guides/cloud/aws_partner_registration.md"", ""guides/office/officehandbook.md"", ""guides/security/confidentiality_agreements.md"", ""README.md""]",hybrid_0.8
Who do I need to inform before I start my service?,guides/jury_service.md,0,,roles/practice_head_application_platform_support.md,"[""roles/practice_head_application_platform_support.md"", ""guides/onboarding.md"", ""roles/head_of_service_line.md"", ""guides/it/Miro.md"", ""guides/welfare/dse_hs_training.md""]",hybrid_0.8
What should I select in the system when booking my time off?,guides/jury_service.md,0,,guides/welfare/leave-and-time-off.md,"[""guides/welfare/leave-and-time-off.md"", ""guides/process/scheduling/how_scheduling_works.md"", ""benefits/taking_holiday.md"", ""benefits/lunchers.md"", ""benefits/work_ready.md""]",hybrid_0.8
Is my time away for jury duty considered paid leave?,guides/jury_service.md,1,1.0,guides/jury_service.md,"[""guides/jury_service.md"", ""benefits/season_ticket_loan.md"", ""benefits/flexible_working.md"", ""guides/compensation/salary_pay_slips.md"", ""benefits/taking_holiday.md""]",hybrid_0.8
What should I tell the court if they ask about a trial going over two weeks?,guides/jury_service.md,1,1.0,guides/jury_service.md,"[""guides/jury_service.md"", ""guides/line-management/probation.md"", ""benefits/flexible_working.md"", ""team-norms/delivery_healthcheck.md"", ""benefits/season_ticket_loan.md""]",hybrid_0.8
Who should I talk to if I'm not sure about a request for postponement?,guides/jury_service.md,1,2.0,guides/welfare/raising_an_issue.md,"[""guides/welfare/raising_an_issue.md"", ""guides/jury_service.md"", ""team-norms/delivery_healthcheck.md"", ""guides/Relocation.md"", ""guides/welfare/expectation_health_check.md""]",hybrid_0.8
Where can I find and manage my personal training allowance in the HR system?,guides/learning/README.md,0,,guides/welfare/paid_counselling.md,"[""guides/welfare/paid_counselling.md"", ""guides/compensation/expenses.md"", ""benefits/work_ready.md"", ""guides/welfare/dse_hs_training.md"", ""guides/cloud/aws_partner_certs.md""]",hybrid_0.8
Can I use my training funds to buy new hardware or any extra software for my laptop?,guides/learning/README.md,0,,guides/it/Hardware.md,"[""guides/it/Hardware.md"", ""guides/it/software_licenses.md"", ""benefits/help_to_buy_tech.md"", ""guides/security/taking-mt-laptops-abroad.md"", ""guides/it/laptop_replacements.md""]",hybrid_0.8
Is there a specific training session I should take if I just started managing people?,guides/learning/README.md,0,,guides/mentorship/README.md,"[""guides/mentorship/README.md"", ""guides/mentorship/mentees/README.md"", ""guides/mentorship/mentors/README.md"", ""guides/welfare/dse_hs_training.md"", ""roles/sfia (legacy)/ucd_principal.md""]",hybrid_0.8
Do I keep access to my training budget if I decide to hand in my resignation?,guides/learning/README.md,1,3.0,benefits/season_ticket_loan.md,"[""benefits/season_ticket_loan.md"", ""benefits/work_ready.md"", ""guides/learning/README.md"", ""guides/compensation/expenses.md"", ""guides/welfare/sick_leave.md""]",hybrid_0.8
What kind of stuff can I actually spend my learning allowance on?,guides/learning/README.md,1,2.0,benefits/work_ready.md,"[""benefits/work_ready.md"", ""guides/learning/README.md"", ""benefits/cycle_to_work_scheme.md"", ""benefits/help_to_buy_tech.md"", ""guides/compensation/expenses.md""]",hybrid_0.8
Is one hour the absolute minimum amount of time I should be spending with my reports each month?,guides/line-management/121s.md,1,1.0,guides/line-management/121s.md,"[""guides/line-management/121s.md"", ""benefits/flexible_working.md"", ""guides/chalet_time_policy.md"", ""guides/line-management/annual_reviews.md"", ""guides/process/scheduling/how_scheduling_works.md""]",hybrid_0.8
Do we have to use a specific software for tracking our meeting agendas and notes?,guides/line-management/121s.md,0,,guides/it/software_licenses.md,"[""guides/it/software_licenses.md"", ""benefits/getting_together.md"", ""guides/process/scheduling/how_scheduling_works.md"", ""roles/associate_software_engineer.md"", ""guides/office/officehandbook.md""]",hybrid_0.8
Should I be worried if my manager wants to meet more often while I'm still on probation?,guides/line-management/121s.md,1,3.0,guides/line-management/probation.md,"[""guides/line-management/probation.md"", ""guides/jury_service.md"", ""guides/line-management/121s.md"", ""benefits/flexible_working.md"", ""benefits/season_ticket_loan.md""]",hybrid_0.8
Is it expected that I eventually take charge of the agenda and lead these meetings myself?,guides/line-management/121s.md,0,,benefits/getting_together.md,"[""benefits/getting_together.md"", ""guides/process/scheduling/how_scheduling_works.md"", ""guides/welfare/ethical_boundaries.md"", ""roles/sfia (legacy)/lead_designer.md"", ""guides/mentorship/mentees/README.md""]",hybrid_0.8
Can I use the notes stored in our tracking tool to help build my case for a future promotion?,guides/line-management/121s.md,0,,guides/security/bring_your_own_device.md,"[""guides/security/bring_your_own_device.md"", ""benefits/help_to_buy_tech.md"", ""guides/hiring/referral_policy.md"", ""guides/security/data_protection.md"", ""guides/security/document_sharing.md""]",hybrid_0.8
How often am I supposed to have catch-ups with my direct reports?,guides/line-management/README.md,1,2.0,guides/line-management/121s.md,"[""guides/line-management/121s.md"", ""guides/line-management/README.md"", ""guides/line-management/annual_reviews.md"", ""team-norms/development_practices.md"", ""guides/it/slack.md""]",hybrid_0.8
Where should I look if I'm stuck and can't find info in the handbook?,guides/line-management/README.md,0,,guides/office/officehandbook.md,"[""guides/office/officehandbook.md"", ""guides/contributing_to_the_handbook.md"", ""README.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""guides/line-management/121s.md""]",hybrid_0.8
What's my involvement when a team member is trying to move up in their career?,guides/line-management/README.md,0,,guides/buddy_guidance.md,"[""guides/buddy_guidance.md"", ""roles/sfia (legacy)/user_researcher.md"", ""roles/senior_application_support_engineer.md"", ""guides/line-management/promotions.md"", ""roles/sfia (legacy)/team_assistant.md""]",hybrid_0.8
Is it my job to handle things if someone isn't meeting expectations?,guides/line-management/README.md,0,,guides/welfare/expectations.md,"[""guides/welfare/expectations.md"", ""guides/welfare/expectation_health_check.md"", ""guides/process/people/capability_procedure.md"", ""guides/line-management/performance.md"", ""guides/process/scheduling/how_scheduling_works.md""]",hybrid_0.8
Who do I need to loop in if a new hire is struggling during their probation?,guides/line-management/README.md,0,,guides/line-management/probation.md,"[""guides/line-management/probation.md"", ""guides/buddy_guidance.md"", ""guides/line-management/promotions.md"", ""guides/jury_service.md"", ""guides/onboarding.md""]",hybrid_0.8
When exactly am I supposed to schedule these annual review meetings with my reports?,guides/line-management/annual_reviews.md,1,1.0,guides/line-management/annual_reviews.md,"[""guides/line-management/annual_reviews.md"", ""guides/line-management/121s.md"", ""guides/process/scheduling/how_scheduling_works.md"", ""benefits/flexible_working.md"", ""guides/welfare/leave-and-time-off.md""]",hybrid_0.8
Is the annual review the right time to discuss potential pay raises with my direct reports?,guides/line-management/annual_reviews.md,1,2.0,guides/compensation/salary_reviews.md,"[""guides/compensation/salary_reviews.md"", ""guides/line-management/annual_reviews.md"", ""guides/compensation/salary_pay_slips.md"", ""guides/line-management/121s.md"", ""guides/welfare/raising_an_issue.md""]",hybrid_0.8
What steps should I follow to ensure I am correctly documenting the review process?,guides/line-management/annual_reviews.md,1,1.0,guides/line-management/annual_reviews.md,"[""guides/line-management/annual_reviews.md"", ""team-norms/development_practices.md"", ""guides/process/people/capability_procedure.md"", ""guides/compensation/salary_reviews.md"", ""roles/sfia (legacy)/lead_content_designer.md""]",hybrid_0.8
How can I best help my team members get ready for their upcoming performance evaluations?,guides/line-management/annual_reviews.md,0,,guides/line-management/performance.md,"[""guides/line-management/performance.md"", ""team-norms/principles.md"", ""team-norms/development_practices.md"", ""guides/line-management/promotions.md"", ""guides/buddy_guidance.md""]",hybrid_0.8
Are there any specific tools I need to use to track the objectives we agree upon?,guides/line-management/annual_reviews.md,0,,team-norms/principles.md,"[""team-norms/principles.md"", ""roles/associate_software_engineer.md"", ""roles/lead_business_analyst.md"", ""roles/mid_business_analyst.md"", ""guides/line-management/performance.md""]",hybrid_0.8
How long does the probation period typically last when I join?,guides/line-management/probation.md,1,1.0,guides/line-management/probation.md,"[""guides/line-management/probation.md"", ""guides/line-management/121s.md"", ""guides/jury_service.md"", ""benefits/season_ticket_loan.md"", ""benefits/flexible_working.md""]",hybrid_0.8
What should I be focusing on during my weekly one-to-one meetings with my manager?,guides/line-management/probation.md,1,5.0,guides/line-management/121s.md,"[""guides/line-management/121s.md"", ""benefits/getting_together.md"", ""company/welcome_pack.md"", ""benefits/lunchers.md"", ""guides/line-management/probation.md""]",hybrid_0.8
Is it common for people to fail their probation at this company?,guides/line-management/probation.md,1,1.0,guides/line-management/probation.md,"[""guides/line-management/probation.md"", ""benefits/season_ticket_loan.md"", ""guides/jury_service.md"", ""guides/line-management/performance.md"", ""guides/chalet_time_policy.md""]",hybrid_0.8
What specific criteria does my manager look at to decide if I pass or fail?,guides/line-management/probation.md,1,1.0,guides/line-management/probation.md,"[""guides/line-management/probation.md"", ""roles/mid_product_manager.md"", ""guides/process/people/capability_procedure.md"", ""roles/sfia (legacy)/delivery_manager.md"", ""guides/line-management/performance.md""]",hybrid_0.8
What happens to my notice period once I have successfully completed probation?,guides/line-management/probation.md,1,1.0,guides/line-management/probation.md,"[""guides/line-management/probation.md"", ""benefits/season_ticket_loan.md"", ""guides/jury_service.md"", ""guides/compensation/salary_pay_slips.md"", ""benefits/flexible_working.md""]",hybrid_0.8
What kind of signs should I look for to know if someone is actually ready to move up?,guides/line-management/promotions.md,1,1.0,guides/line-management/promotions.md,"[""guides/line-management/promotions.md"", ""guides/Relocation.md"", ""guides/buddy_guidance.md"", ""team-norms/development_practices.md"", ""guides/onboarding.md""]",hybrid_0.8
Where exactly should my team members submit their applications when they want to level up?,guides/line-management/promotions.md,1,1.0,guides/line-management/promotions.md,"[""guides/line-management/promotions.md"", ""roles/sfia (legacy)/user_researcher.md"", ""roles/sfia (legacy)/team_assistant.md"", ""guides/mentorship/mentors/README.md"", ""roles/sfia (legacy)/mid_software_engineer.md""]",hybrid_0.8
What do I do if they want a promotion for a role that isn't currently posted on the careers page?,guides/line-management/promotions.md,1,1.0,guides/line-management/promotions.md,"[""guides/line-management/promotions.md"", ""roles/README.md"", ""roles/sfia (legacy)/lead_designer.md"", ""roles/sfia (legacy)/lead_user_researcher.md"", ""roles/associate_delivery_manager.md""]",hybrid_0.8
Is there a specific document I should read to understand the full promotion process for client-facing folks?,guides/line-management/promotions.md,1,1.0,guides/line-management/promotions.md,"[""guides/line-management/promotions.md"", ""roles/delivery_director.md"", ""roles/principal_product_manager.md"", ""guides/welfare/ethical_boundaries.md"", ""roles/lead_bid_manager.md""]",hybrid_0.8
What happens if their application gets turned down by the panel?,guides/line-management/promotions.md,0,,guides/jury_service.md,"[""guides/jury_service.md"", ""guides/security/device_profiles.md"", ""guides/line-management/probation.md"", ""guides/security/acceptable_use_policy.md"", ""guides/security/bring_your_own_device.md""]",hybrid_0.8
How much heads-up do I need to give if I have to reschedule a catch-up?,guides/mentorship/README.md,0,,benefits/season_ticket_loan.md,"[""benefits/season_ticket_loan.md"", ""guides/line-management/121s.md"", ""guides/compensation/salary_pay_slips.md"", ""benefits/work_ready.md"", ""guides/jury_service.md""]",hybrid_0.8
Is there a recommended timeframe for how many sessions we should commit to initially?,guides/mentorship/README.md,0,,team-norms/development_practices.md,"[""team-norms/development_practices.md"", ""guides/line-management/121s.md"", ""guides/line-management/probation.md"", ""guides/chalet_time_policy.md"", ""guides/welfare/leave-and-time-off.md""]",hybrid_0.8
What kind of tools or platforms are suggested for us to pair on?,guides/mentorship/README.md,0,,guides/hiring/pairing.md,"[""guides/hiring/pairing.md"", ""guides/hiring/devops_pairing.md"", ""benefits/hybrid_working.md"", ""guides/mentorship/mentees/README.md"", ""guides/it/linux_av.md""]",hybrid_0.8
Where is the best place to reach out if I'm stuck or need advice on the program?,guides/mentorship/README.md,1,4.0,guides/mentorship/mentors/README.md,"[""guides/mentorship/mentors/README.md"", ""guides/welfare/paid_counselling.md"", ""guides/onboarding.md"", ""guides/mentorship/README.md"", ""roles/lead_designer.md""]",hybrid_0.8
Should I be documenting my mentee's private details in public Slack channels?,guides/mentorship/README.md,0,,guides/it/slack.md,"[""guides/it/slack.md"", ""guides/security/confidentiality_agreements.md"", ""guides/mentorship/mentees/README.md"", ""guides/security/data_protection.md"", ""guides/policy/whistleblowing_policy.md""]",hybrid_0.8
Who is supposed to set up the meetings after we get matched?,guides/mentorship/mentees/README.md,1,1.0,guides/mentorship/mentees/README.md,"[""guides/mentorship/mentees/README.md"", ""guides/hiring/pairing.md"", ""benefits/getting_together.md"", ""guides/hiring/devops_pairing.md"", ""benefits/hybrid_working.md""]",hybrid_0.8
Should I tell my mentor how I learn best?,guides/mentorship/mentees/README.md,1,1.0,guides/mentorship/mentees/README.md,"[""guides/mentorship/mentees/README.md"", ""guides/process/mentoring/supporting_and_mentoring_other_engineers.md"", ""guides/mentorship/README.md"", ""guides/learning/README.md"", ""guides/mentorship/mentors/README.md""]",hybrid_0.8
Is it helpful to show my mentor diagrams if I'm a visual learner?,guides/mentorship/mentees/README.md,1,1.0,guides/mentorship/mentees/README.md,"[""guides/mentorship/mentees/README.md"", ""guides/process/mentoring/supporting_and_mentoring_other_engineers.md"", ""guides/learning/README.md"", ""guides/mentorship/mentors/README.md"", ""guides/mentorship/README.md""]",hybrid_0.8
What kind of preparation should I do before we meet to make the most of it?,guides/mentorship/mentees/README.md,1,2.0,benefits/getting_together.md,"[""benefits/getting_together.md"", ""guides/mentorship/mentees/README.md"", ""company/welcome_pack.md"", ""guides/mentorship/README.md"", ""team-norms/development_practices.md""]",hybrid_0.8
Are we allowed to use sites like Codewars to practice coding together?,guides/mentorship/mentees/README.md,0,,guides/mentorship/mentors/README.md,"[""guides/mentorship/mentors/README.md"", ""guides/ai/start_here.md"", ""guides/policy/dealing_code_policy.md"", ""guides/security/access_control.md"", ""guides/office/dress_code.md""]",hybrid_0.8
What kind of background do these mentees typically have before they get assigned to me?,guides/mentorship/mentors/README.md,0,,guides/mentorship/mentees/README.md,"[""guides/mentorship/mentees/README.md"", ""guides/hiring/career_fairs.md"", ""company/welcome_pack.md"", ""guides/mentorship/README.md"", ""guides/office/dress_code.md""]",hybrid_0.8
How exactly does the pairing process work if someone reaches out from an outside community?,guides/mentorship/mentors/README.md,0,,guides/hiring/devops_pairing.md,"[""guides/hiring/devops_pairing.md"", ""guides/hiring/pairing.md"", ""benefits/getting_together.md"", ""benefits/hybrid_working.md"", ""guides/buddy_guidance.md""]",hybrid_0.8
What should I do if I haven't heard from my assigned mentee after a few days?,guides/mentorship/mentors/README.md,0,,benefits/flexible_working.md,"[""benefits/flexible_working.md"", ""guides/mentorship/README.md"", ""guides/jury_service.md"", ""guides/buddy_guidance.md"", ""guides/mentorship/mentees/README.md""]",hybrid_0.8
Are there any specific tools I need to use to handle the scheduling for these remote meetings?,guides/mentorship/mentors/README.md,0,,guides/process/scheduling/how_scheduling_works.md,"[""guides/process/scheduling/how_scheduling_works.md"", ""benefits/lunchers.md"", ""benefits/getting_together.md"", ""guides/line-management/121s.md"", ""roles/sfia (legacy)/team_assistant.md""]",hybrid_0.8
What are the main things I should cover during that very first introductory meeting?,guides/mentorship/mentors/README.md,1,3.0,company/welcome_pack.md,"[""company/welcome_pack.md"", ""guides/mentorship/mentees/README.md"", ""guides/mentorship/mentors/README.md"", ""benefits/getting_together.md"", ""guides/office/officehandbook.md""]",hybrid_0.8
Who do I email if I need a new software license or tool access?,guides/security/access_control.md,1,1.0,guides/security/access_control.md,"[""guides/security/access_control.md"", ""guides/it/software_licenses.md"", ""guides/it/docker.md"", ""guides/security/document_sharing.md"", ""guides/security/last_day.md""]",hybrid_0.8
Does the Delivery Lead handle removing permissions when someone rolls off a project?,guides/security/access_control.md,0,,roles/lead_delivery_manager.md,"[""roles/lead_delivery_manager.md"", ""roles/sfia (legacy)/senior_delivery_manager.md"", ""roles/principal_delivery_manager.md"", ""roles/delivery_director.md"", ""roles/sfia (legacy)/lead_designer.md""]",hybrid_0.8
What is the rule for which websites I can visit while working?,guides/security/access_control.md,1,2.0,guides/office/officehandbook.md,"[""guides/office/officehandbook.md"", ""guides/security/access_control.md"", ""benefits/flexible_working.md"", ""benefits/work_ready.md"", ""guides/security/bring_your_own_device.md""]",hybrid_0.8
"If I am in a business unit, who is in charge of my system access permissions?",guides/security/access_control.md,1,1.0,guides/security/access_control.md,"[""guides/security/access_control.md"", ""guides/security/document_sharing.md"", ""guides/policy/dealing_code_policy.md"", ""roles/practice_head_application_platform_support.md"", ""guides/security/bring_your_own_device.md""]",hybrid_0.8
Are team members expected to follow specific guidelines when using company internet?,guides/security/access_control.md,1,1.0,guides/security/access_control.md,"[""guides/security/access_control.md"", ""team-norms/delivery_standards.md"", ""team-norms/README.md"", ""guides/security/acceptable_use_policy.md"", ""guides/welfare/ethical_boundaries.md""]",hybrid_0.8
What should I do with my printouts if I'm done with them but they contain sensitive info?,guides/office/clear_desk_clear_screen.md,1,1.0,guides/office/clear_desk_clear_screen.md,"[""guides/office/clear_desk_clear_screen.md"", ""guides/security/office_visitors.md"", ""guides/security/data_protection.md"", ""guides/security/bring_your_own_device.md"", ""guides/security/acceptable_use_policy.md""]",hybrid_0.8
Is it okay to jot down passwords on sticky notes if I keep them on my desk?,guides/office/clear_desk_clear_screen.md,1,1.0,guides/office/clear_desk_clear_screen.md,"[""guides/office/clear_desk_clear_screen.md"", ""guides/security/password_policy.md"", ""guides/security/office_visitors.md"", ""guides/security/device_profiles.md"", ""guides/security/security_clearance_guidance.md""]",hybrid_0.8
Do I have to lock my computer screen every single time I step away from my desk?,guides/office/clear_desk_clear_screen.md,1,1.0,guides/office/clear_desk_clear_screen.md,"[""guides/office/clear_desk_clear_screen.md"", ""guides/security/device_profiles.md"", ""guides/security/office_visitors.md"", ""guides/security/lost_or_stolen.md"", ""guides/security/bring_your_own_device.md""]",hybrid_0.8
Where am I supposed to keep my USB drives when I'm finished working for the day?,guides/office/clear_desk_clear_screen.md,1,3.0,guides/security/bring_your_own_device.md,"[""guides/security/bring_your_own_device.md"", ""guides/security/leavers_laptop.md"", ""guides/office/clear_desk_clear_screen.md"", ""guides/office/kitchen.md"", ""guides/security/document_sharing.md""]",hybrid_0.8
Am I allowed to write confidential project details on the office whiteboards?,guides/office/clear_desk_clear_screen.md,1,1.0,guides/office/clear_desk_clear_screen.md,"[""guides/office/clear_desk_clear_screen.md"", ""guides/security/confidentiality_agreements.md"", ""guides/security/office_visitors.md"", ""guides/onboarding.md"", ""guides/security/security_clearance_guidance.md""]",hybrid_0.8
Is it cool to wear sweatpants if I am just hanging out in the office?,guides/office/dress_code.md,1,1.0,guides/office/dress_code.md,"[""guides/office/dress_code.md"", ""guides/security/office_visitors.md"", ""guides/office/clear_desk_clear_screen.md"", ""guides/hiring/career_fairs.md"", ""guides/security/password_policy.md""]",hybrid_0.8
What should I do if I am not sure if my outfit is professional enough?,guides/office/dress_code.md,1,1.0,guides/office/dress_code.md,"[""guides/office/dress_code.md"", ""benefits/work_ready.md"", ""guides/mentorship/mentees/README.md"", ""guides/onboarding.md"", ""roles/lead_content_designer.md""]",hybrid_0.8
Am I allowed to wear gym shorts while working at my desk?,guides/office/dress_code.md,1,1.0,guides/office/dress_code.md,"[""guides/office/dress_code.md"", ""guides/security/taking-mt-laptops-abroad.md"", ""guides/equality-diversity-and-inclusion/policy.md"", ""guides/compensation/expenses.md"", ""guides/office/clear_desk_clear_screen.md""]",hybrid_0.8
